total_runs,wickets,target,balls_left,won,current_run_rate,required_run_rate
69.0,6.0,174,52.0,0,6.088235294117647,20.076923076923077
69.0,6.0,174,51.0,0,6.0,20.470588235294116
69.0,6.0,174,50.0,0,5.914285714285715,20.88
69.0,6.0,174,49.0,0,5.830985915492958,21.306122448979593
70.0,6.0,174,48.0,0,5.833333333333333,21.75
71.0,6.0,174,47.0,0,5.835616438356165,22.212765957446805
72.0,6.0,174,46.0,0,5.837837837837839,22.695652173913043
78.0,6.0,174,45.0,0,6.24,23.2
79.0,6.0,174,44.0,0,6.2368421052631575,23.727272727272727
80.0,6.0,174,43.0,0,6.233766233766233,24.27906976744186
86.0,6.0,174,42.0,0,6.615384615384616,24.85714285714286
86.0,6.0,174,41.0,0,6.531645569620253,25.463414634146343
87.0,6.0,174,40.0,0,6.5249999999999995,26.099999999999998
88.0,6.0,174,39.0,0,6.518518518518518,26.76923076923077
90.0,6.0,174,38.0,0,6.585365853658537,27.473684210526315
94.0,6.0,174,37.0,0,6.795180722891567,28.216216216216218
95.0,6.0,174,36.0,0,6.785714285714286,29.0
96.0,6.0,174,35.0,0,6.776470588235294,29.82857142857143
97.0,6.0,174,35.0,0,6.847058823529411,29.82857142857143
98.0,6.0,174,34.0,0,6.837209302325581,30.705882352941174
99.0,6.0,174,33.0,0,6.827586206896552,31.636363636363633
103.0,6.0,174,32.0,0,7.0227272727272725,32.625
104.0,6.0,174,31.0,0,7.011235955056179,33.67741935483871
104.0,6.0,174,30.0,0,6.933333333333333,34.8
110.0,6.0,174,29.0,0,7.252747252747252,36.0
111.0,6.0,174,28.0,0,7.239130434782609,37.285714285714285
112.0,6.0,174,27.0,0,7.225806451612904,38.66666666666667
112.0,6.0,174,26.0,0,7.148936170212766,40.15384615384615
112.0,6.0,174,25.0,0,7.073684210526315,41.76
112.0,6.0,174,24.0,0,7.0,43.5
112.0,6.0,174,23.0,0,6.927835051546391,45.391304347826086
118.0,6.0,174,22.0,0,7.224489795918368,47.45454545454545
122.0,6.0,174,21.0,0,7.393939393939394,49.71428571428572
123.0,6.0,174,20.0,0,7.38,52.199999999999996
124.0,6.0,174,19.0,0,7.366336633663366,54.94736842105263
125.0,6.0,174,18.0,0,7.352941176470589,58.0
126.0,6.0,174,17.0,0,7.339805825242718,61.41176470588235
132.0,6.0,174,16.0,0,7.615384615384615,65.25
133.0,6.0,174,15.0,0,7.6,69.6
139.0,6.0,174,14.0,0,7.867924528301887,74.57142857142857
139.0,7.0,174,13.0,0,7.794392523364486,80.3076923076923
140.0,7.0,174,12.0,0,7.777777777777778,87.0
141.0,7.0,174,11.0,0,7.761467889908257,94.9090909090909
145.0,7.0,174,10.0,0,7.909090909090908,104.39999999999999
146.0,7.0,174,9.0,0,7.891891891891893,116.0
146.0,8.0,174,8.0,0,7.821428571428571,130.5
153.0,8.0,174,7.0,0,8.123893805309734,149.14285714285714
153.0,8.0,174,6.0,0,8.052631578947368,174.0
157.0,8.0,174,5.0,0,8.191304347826087,208.79999999999998
159.0,8.0,174,5.0,0,8.295652173913044,208.79999999999998
159.0,8.0,174,4.0,0,8.224137931034482,261.0
165.0,8.0,174,3.0,0,8.461538461538462,348.0
165.0,9.0,174,2.0,0,8.389830508474576,522.0
165.0,10.0,174,1.0,0,8.319327731092436,1044.0
0.0,0.0,145,119.0,1,0.0,7.310924369747898
2.0,0.0,145,118.0,1,6.0,7.372881355932204
6.0,0.0,145,117.0,1,12.0,7.435897435897436
6.0,0.0,145,116.0,1,9.0,7.5
6.0,0.0,145,115.0,1,7.199999999999999,7.565217391304348
6.0,0.0,145,114.0,1,6.0,7.631578947368421
6.0,0.0,145,113.0,1,5.142857142857142,7.699115044247788
11.0,0.0,145,112.0,1,8.25,7.767857142857143
15.0,0.0,145,111.0,1,10.0,7.837837837837838
15.0,0.0,145,110.0,1,9.0,7.909090909090908
15.0,0.0,145,109.0,1,8.181818181818182,7.9816513761467895
15.0,0.0,145,108.0,1,7.5,8.055555555555555
15.0,0.0,145,107.0,1,6.9230769230769225,8.130841121495328
15.0,0.0,145,107.0,1,6.9230769230769225,8.130841121495328
16.0,0.0,145,106.0,1,6.857142857142857,8.20754716981132
16.0,0.0,145,105.0,1,6.4,8.285714285714285
20.0,0.0,145,104.0,1,7.5,8.365384615384615
20.0,0.0,145,103.0,1,7.0588235294117645,8.446601941747574
20.0,0.0,145,102.0,1,6.666666666666667,8.529411764705882
20.0,0.0,145,101.0,1,6.315789473684211,8.613861386138613
22.0,0.0,145,100.0,1,6.6000000000000005,8.7
22.0,0.0,145,99.0,1,6.2857142857142865,8.787878787878789
22.0,0.0,145,98.0,1,6.0,8.877551020408163
23.0,0.0,145,97.0,1,6.0,8.969072164948454
23.0,0.0,145,96.0,1,5.75,9.0625
24.0,0.0,145,95.0,1,5.76,9.157894736842106
25.0,0.0,145,94.0,1,5.769230769230769,9.25531914893617
26.0,0.0,145,93.0,1,5.777777777777778,9.35483870967742
27.0,0.0,145,92.0,1,5.785714285714286,9.456521739130434
27.0,1.0,145,91.0,1,5.586206896551724,9.56043956043956
27.0,1.0,145,90.0,1,5.4,9.666666666666668
27.0,1.0,145,89.0,1,5.225806451612903,9.775280898876405
28.0,1.0,145,88.0,1,5.25,9.886363636363637
29.0,1.0,145,87.0,1,5.2727272727272725,10.0
29.0,1.0,145,86.0,1,5.117647058823529,10.116279069767442
29.0,2.0,145,85.0,1,4.9714285714285715,10.235294117647058
29.0,2.0,145,84.0,1,4.833333333333334,10.357142857142858
30.0,2.0,145,83.0,1,4.864864864864865,10.481927710843372
31.0,2.0,145,82.0,1,4.894736842105263,10.609756097560975
35.0,2.0,145,81.0,1,5.384615384615385,10.74074074074074
35.0,3.0,145,80.0,1,5.25,10.875
35.0,3.0,145,79.0,1,5.121951219512195,11.012658227848101
35.0,3.0,145,78.0,1,5.0,11.153846153846153
39.0,3.0,145,77.0,1,5.441860465116279,11.2987012987013
39.0,3.0,145,76.0,1,5.318181818181818,11.447368421052632
40.0,3.0,145,75.0,1,5.333333333333333,11.6
41.0,3.0,145,74.0,1,5.3478260869565215,11.756756756756756
42.0,3.0,145,73.0,1,5.361702127659575,11.917808219178081
42.0,3.0,145,72.0,1,5.25,12.083333333333332
43.0,3.0,145,71.0,1,5.26530612244898,12.253521126760564
44.0,3.0,145,70.0,1,5.28,12.42857142857143
44.0,3.0,145,69.0,1,5.176470588235294,12.608695652173914
44.0,3.0,145,68.0,1,5.076923076923077,12.794117647058822
44.0,3.0,145,67.0,1,4.981132075471699,12.985074626865671
48.0,3.0,145,66.0,1,5.333333333333333,13.18181818181818
48.0,3.0,145,65.0,1,5.236363636363636,13.384615384615385
49.0,3.0,145,64.0,1,5.25,13.59375
53.0,3.0,145,63.0,1,5.578947368421053,13.809523809523808
54.0,3.0,145,62.0,1,5.586206896551724,14.03225806451613
54.0,3.0,145,61.0,1,5.491525423728813,14.262295081967213
54.0,4.0,145,60.0,1,5.4,14.5
54.0,4.0,145,59.0,1,5.311475409836065,14.745762711864408
58.0,4.0,145,58.0,1,5.612903225806451,15.0
64.0,4.0,145,57.0,1,6.095238095238095,15.263157894736842
68.0,4.0,145,56.0,1,6.375,15.535714285714286
69.0,4.0,145,55.0,1,6.36923076923077,15.818181818181817
69.0,4.0,145,54.0,1,6.2727272727272725,16.11111111111111
69.0,4.0,145,53.0,1,6.179104477611941,16.41509433962264
69.0,5.0,145,52.0,1,6.088235294117647,16.73076923076923
69.0,5.0,145,51.0,1,6.0,17.058823529411764
73.0,5.0,145,50.0,1,6.257142857142858,17.4
75.0,5.0,145,49.0,1,6.338028169014084,17.755102040816325
81.0,5.0,145,48.0,1,6.75,18.125
82.0,5.0,145,47.0,1,6.739726027397261,18.51063829787234
82.0,5.0,145,46.0,1,6.648648648648649,18.913043478260867
83.0,5.0,145,45.0,1,6.640000000000001,19.333333333333336
83.0,5.0,145,44.0,1,6.552631578947368,19.772727272727273
84.0,5.0,145,43.0,1,6.545454545454545,20.232558139534884
85.0,5.0,145,42.0,1,6.538461538461538,20.714285714285715
85.0,5.0,145,41.0,1,6.455696202531645,21.21951219512195
86.0,5.0,145,40.0,1,6.449999999999999,21.75
87.0,5.0,145,39.0,1,6.444444444444445,22.307692307692307
88.0,5.0,145,38.0,1,6.439024390243903,22.894736842105264
89.0,5.0,145,37.0,1,6.433734939759036,23.513513513513512
95.0,5.0,145,36.0,1,6.785714285714286,24.166666666666664
96.0,5.0,145,35.0,1,6.776470588235294,24.85714285714286
96.0,5.0,145,34.0,1,6.697674418604651,25.588235294117645
100.0,5.0,145,33.0,1,6.896551724137931,26.36363636363636
101.0,5.0,145,32.0,1,6.886363636363637,27.1875
102.0,5.0,145,31.0,1,6.876404494382022,28.06451612903226
102.0,5.0,145,30.0,1,6.8,29.0
103.0,5.0,145,29.0,1,6.791208791208791,30.0
105.0,5.0,145,28.0,1,6.8478260869565215,31.071428571428573
105.0,5.0,145,27.0,1,6.774193548387098,32.22222222222222
105.0,5.0,145,26.0,1,6.702127659574467,33.46153846153846
109.0,5.0,145,25.0,1,6.88421052631579,34.8
110.0,5.0,145,24.0,1,6.875,36.25
110.0,5.0,145,23.0,1,6.804123711340206,37.826086956521735
110.0,6.0,145,22.0,1,6.73469387755102,39.54545454545455
110.0,6.0,145,21.0,1,6.666666666666667,41.42857142857143
116.0,6.0,145,20.0,1,6.959999999999999,43.5
122.0,6.0,145,19.0,1,7.247524752475247,45.78947368421053
122.0,6.0,145,18.0,1,7.1764705882352935,48.33333333333333
126.0,6.0,145,17.0,1,7.339805825242718,51.17647058823529
128.0,6.0,145,16.0,1,7.384615384615385,54.375
128.0,6.0,145,15.0,1,7.314285714285715,58.0
132.0,6.0,145,14.0,1,7.471698113207546,62.142857142857146
132.0,6.0,145,13.0,1,7.401869158878505,66.92307692307692
134.0,6.0,145,12.0,1,7.444444444444445,72.5
134.0,7.0,145,11.0,1,7.376146788990825,79.0909090909091
135.0,7.0,145,10.0,1,7.363636363636363,87.0
139.0,7.0,145,9.0,1,7.513513513513514,96.66666666666666
140.0,7.0,145,8.0,1,7.5,108.75
140.0,7.0,145,7.0,1,7.43362831858407,124.28571428571429
140.0,8.0,145,6.0,1,7.368421052631579,145.0
140.0,9.0,145,5.0,1,7.304347826086957,174.0
146.0,9.0,145,4.0,1,7.551724137931034,217.5
1.0,0.0,154,119.0,1,6.0,7.764705882352942
2.0,0.0,154,118.0,1,6.0,7.830508474576272
3.0,0.0,154,117.0,1,6.0,7.897435897435898
4.0,0.0,154,116.0,1,6.0,7.965517241379311
5.0,0.0,154,115.0,1,6.0,8.034782608695652
6.0,0.0,154,114.0,1,6.0,8.105263157894736
10.0,0.0,154,113.0,1,8.571428571428571,8.176991150442477
10.0,0.0,154,112.0,1,7.5,8.25
12.0,0.0,154,111.0,1,8.0,8.324324324324325
12.0,0.0,154,110.0,1,7.199999999999999,8.399999999999999
12.0,0.0,154,109.0,1,6.545454545454545,8.477064220183486
12.0,0.0,154,108.0,1,6.0,8.555555555555555
12.0,0.0,154,107.0,1,5.538461538461538,8.635514018691588
16.0,0.0,154,106.0,1,6.857142857142857,8.716981132075471
17.0,0.0,154,105.0,1,6.8,8.799999999999999
17.0,0.0,154,104.0,1,6.375,8.884615384615385
17.0,0.0,154,103.0,1,6.0,8.970873786407767
18.0,0.0,154,102.0,1,6.0,9.058823529411764
22.0,0.0,154,101.0,1,6.947368421052632,9.14851485148515
23.0,0.0,154,100.0,1,6.8999999999999995,9.24
23.0,0.0,154,99.0,1,6.571428571428572,9.333333333333334
27.0,0.0,154,98.0,1,7.363636363636363,9.428571428571429
27.0,0.0,154,97.0,1,7.043478260869566,9.525773195876289
28.0,0.0,154,96.0,1,7.0,9.625
32.0,0.0,154,95.0,1,7.68,9.726315789473684
33.0,0.0,154,94.0,1,7.615384615384615,9.829787234042554
34.0,0.0,154,93.0,1,7.555555555555555,9.935483870967742
35.0,0.0,154,92.0,1,7.5,10.043478260869566
39.0,0.0,154,91.0,1,8.068965517241379,10.153846153846153
39.0,0.0,154,90.0,1,7.800000000000001,10.266666666666666
39.0,0.0,154,89.0,1,7.548387096774194,10.382022471910112
41.0,0.0,154,88.0,1,7.6875,10.5
41.0,0.0,154,87.0,1,7.454545454545455,10.620689655172415
45.0,0.0,154,86.0,1,7.9411764705882355,10.74418604651163
49.0,0.0,154,85.0,1,8.399999999999999,10.870588235294118
49.0,0.0,154,84.0,1,8.166666666666668,11.0
50.0,0.0,154,83.0,1,8.108108108108109,11.132530120481928
51.0,0.0,154,82.0,1,8.052631578947368,11.268292682926829
51.0,0.0,154,81.0,1,7.846153846153847,11.407407407407408
51.0,0.0,154,80.0,1,7.6499999999999995,11.55
52.0,0.0,154,79.0,1,7.609756097560975,11.69620253164557
53.0,0.0,154,78.0,1,7.571428571428571,11.846153846153847
54.0,0.0,154,77.0,1,7.534883720930233,12.0
60.0,0.0,154,76.0,1,8.181818181818182,12.157894736842104
64.0,0.0,154,75.0,1,8.533333333333333,12.32
68.0,0.0,154,74.0,1,8.869565217391305,12.486486486486488
74.0,0.0,154,73.0,1,9.446808510638299,12.657534246575342
75.0,0.0,154,72.0,1,9.375,12.833333333333332
75.0,0.0,154,71.0,1,9.183673469387754,13.014084507042256
76.0,0.0,154,70.0,1,9.120000000000001,13.200000000000001
76.0,0.0,154,69.0,1,8.941176470588236,13.391304347826088
77.0,0.0,154,68.0,1,8.884615384615385,13.588235294117647
83.0,0.0,154,67.0,1,9.39622641509434,13.791044776119403
83.0,0.0,154,66.0,1,9.222222222222221,14.0
84.0,0.0,154,65.0,1,9.163636363636364,14.215384615384615
85.0,0.0,154,64.0,1,9.107142857142858,14.4375
89.0,0.0,154,63.0,1,9.368421052631579,14.666666666666668
90.0,0.0,154,62.0,1,9.310344827586206,14.903225806451612
92.0,0.0,154,61.0,1,9.35593220338983,15.147540983606557
94.0,0.0,154,60.0,1,9.4,15.400000000000002
96.0,0.0,154,59.0,1,9.442622950819672,15.661016949152543
96.0,0.0,154,58.0,1,9.29032258064516,15.931034482758623
97.0,0.0,154,57.0,1,9.238095238095239,16.210526315789473
98.0,0.0,154,56.0,1,9.1875,16.5
99.0,0.0,154,55.0,1,9.138461538461538,16.799999999999997
100.0,0.0,154,54.0,1,9.09090909090909,17.11111111111111
100.0,0.0,154,53.0,1,8.955223880597016,17.433962264150942
101.0,0.0,154,52.0,1,8.911764705882353,17.76923076923077
102.0,0.0,154,51.0,1,8.869565217391305,18.11764705882353
103.0,0.0,154,50.0,1,8.82857142857143,18.48
104.0,0.0,154,49.0,1,8.788732394366198,18.857142857142858
105.0,0.0,154,48.0,1,8.75,19.25
105.0,1.0,154,47.0,1,8.63013698630137,19.659574468085108
111.0,1.0,154,46.0,1,9.0,20.086956521739133
111.0,1.0,154,45.0,1,8.879999999999999,20.53333333333333
111.0,2.0,154,44.0,1,8.763157894736842,21.0
111.0,2.0,154,43.0,1,8.649350649350648,21.48837209302326
111.0,3.0,154,42.0,1,8.538461538461538,22.0
111.0,3.0,154,41.0,1,8.430379746835442,22.536585365853657
115.0,3.0,154,40.0,1,8.625,23.1
116.0,3.0,154,39.0,1,8.592592592592592,23.692307692307693
116.0,3.0,154,38.0,1,8.487804878048781,24.31578947368421
117.0,3.0,154,37.0,1,8.457831325301205,24.972972972972975
118.0,3.0,154,36.0,1,8.428571428571427,25.666666666666664
119.0,3.0,154,35.0,1,8.399999999999999,26.400000000000002
120.0,3.0,154,34.0,1,8.372093023255815,27.176470588235293
122.0,3.0,154,33.0,1,8.413793103448276,28.0
123.0,3.0,154,32.0,1,8.386363636363637,28.875
124.0,3.0,154,31.0,1,8.359550561797754,29.806451612903224
126.0,3.0,154,30.0,1,8.399999999999999,30.800000000000004
130.0,3.0,154,29.0,1,8.571428571428571,31.862068965517246
131.0,3.0,154,29.0,1,8.637362637362637,31.862068965517246
132.0,3.0,154,28.0,1,8.608695652173912,33.0
133.0,3.0,154,27.0,1,8.580645161290324,34.22222222222222
134.0,3.0,154,26.0,1,8.553191489361701,35.53846153846154
135.0,3.0,154,25.0,1,8.526315789473685,36.96
136.0,3.0,154,24.0,1,8.5,38.5
136.0,3.0,154,23.0,1,8.412371134020617,40.173913043478265
137.0,3.0,154,22.0,1,8.387755102040817,42.0
137.0,3.0,154,21.0,1,8.303030303030303,44.0
140.0,3.0,154,20.0,1,8.399999999999999,46.2
141.0,3.0,154,19.0,1,8.376237623762375,48.63157894736842
141.0,3.0,154,18.0,1,8.294117647058822,51.33333333333333
141.0,3.0,154,17.0,1,8.21359223300971,54.35294117647059
141.0,3.0,154,17.0,1,8.21359223300971,54.35294117647059
142.0,3.0,154,16.0,1,8.192307692307693,57.75
142.0,3.0,154,15.0,1,8.114285714285714,61.60000000000001
142.0,4.0,154,14.0,1,8.037735849056602,66.0
143.0,4.0,154,13.0,1,8.018691588785046,71.07692307692308
147.0,4.0,154,12.0,1,8.166666666666668,77.0
148.0,4.0,154,11.0,1,8.146788990825689,84.0
149.0,4.0,154,10.0,1,8.127272727272727,92.4
150.0,4.0,154,9.0,1,8.108108108108109,102.66666666666666
152.0,4.0,154,8.0,1,8.142857142857142,115.5
153.0,4.0,154,7.0,1,8.123893805309734,132.0
154.0,4.0,154,6.0,1,8.105263157894736,154.0
158.0,4.0,154,5.0,1,8.243478260869566,184.8
1.0,0.0,166,119.0,0,6.0,8.369747899159663
2.0,0.0,166,118.0,0,6.0,8.440677966101696
6.0,0.0,166,117.0,0,12.0,8.512820512820513
6.0,0.0,166,116.0,0,9.0,8.586206896551724
7.0,0.0,166,115.0,0,8.399999999999999,8.660869565217393
11.0,0.0,166,114.0,0,11.0,8.736842105263158
15.0,0.0,166,113.0,0,12.857142857142858,8.814159292035399
19.0,0.0,166,112.0,0,14.25,8.892857142857142
23.0,0.0,166,111.0,0,15.333333333333332,8.972972972972974
27.0,0.0,166,110.0,0,16.200000000000003,9.054545454545455
29.0,0.0,166,109.0,0,15.818181818181817,9.137614678899082
33.0,0.0,166,108.0,0,16.5,9.222222222222221
34.0,0.0,166,107.0,0,15.692307692307693,9.30841121495327
34.0,0.0,166,106.0,0,14.57142857142857,9.39622641509434
34.0,0.0,166,105.0,0,13.6,9.485714285714286
34.0,0.0,166,104.0,0,12.75,9.576923076923077
38.0,0.0,166,103.0,0,13.411764705882353,9.669902912621358
38.0,1.0,166,102.0,0,12.666666666666668,9.764705882352942
38.0,1.0,166,101.0,0,12.0,9.861386138613861
38.0,2.0,166,100.0,0,11.399999999999999,9.959999999999999
38.0,2.0,166,99.0,0,10.857142857142858,10.06060606060606
38.0,3.0,166,98.0,0,10.363636363636363,10.16326530612245
38.0,3.0,166,97.0,0,9.91304347826087,10.268041237113401
39.0,3.0,166,96.0,0,9.75,10.375
39.0,4.0,166,95.0,0,9.36,10.48421052631579
39.0,4.0,166,94.0,0,9.0,10.595744680851064
39.0,4.0,166,93.0,0,8.666666666666666,10.709677419354838
39.0,5.0,166,92.0,0,8.357142857142858,10.826086956521738
39.0,5.0,166,91.0,0,8.068965517241379,10.945054945054945
39.0,5.0,166,90.0,0,7.800000000000001,11.066666666666666
43.0,5.0,166,89.0,0,8.322580645161292,11.191011235955056
43.0,5.0,166,88.0,0,8.0625,11.318181818181818
43.0,5.0,166,87.0,0,7.818181818181818,11.448275862068964
43.0,6.0,166,86.0,0,7.588235294117647,11.58139534883721
44.0,6.0,166,85.0,0,7.542857142857143,11.717647058823529
45.0,6.0,166,84.0,0,7.5,11.857142857142858
46.0,6.0,166,83.0,0,7.45945945945946,12.0
47.0,6.0,166,82.0,0,7.421052631578948,12.146341463414634
51.0,6.0,166,81.0,0,7.846153846153847,12.296296296296298
51.0,6.0,166,80.0,0,7.6499999999999995,12.450000000000001
52.0,6.0,166,79.0,0,7.609756097560975,12.60759493670886
53.0,6.0,166,78.0,0,7.571428571428571,12.76923076923077
59.0,6.0,166,77.0,0,8.232558139534884,12.935064935064936
63.0,6.0,166,77.0,0,8.790697674418604,12.935064935064936
69.0,6.0,166,76.0,0,9.409090909090908,13.105263157894736
70.0,6.0,166,75.0,0,9.333333333333334,13.280000000000001
70.0,6.0,166,74.0,0,9.130434782608695,13.45945945945946
76.0,6.0,166,73.0,0,9.702127659574467,13.643835616438357
77.0,6.0,166,72.0,0,9.625,13.833333333333332
77.0,6.0,166,71.0,0,9.428571428571429,14.028169014084508
77.0,6.0,166,70.0,0,9.24,14.228571428571428
77.0,6.0,166,69.0,0,9.058823529411764,14.434782608695652
81.0,6.0,166,68.0,0,9.346153846153847,14.647058823529413
81.0,6.0,166,67.0,0,9.169811320754718,14.865671641791046
81.0,6.0,166,66.0,0,9.0,15.09090909090909
81.0,6.0,166,65.0,0,8.836363636363636,15.323076923076922
82.0,6.0,166,64.0,0,8.785714285714285,15.5625
82.0,6.0,166,63.0,0,8.631578947368421,15.80952380952381
82.0,6.0,166,62.0,0,8.482758620689655,16.064516129032256
82.0,6.0,166,61.0,0,8.338983050847459,16.327868852459016
82.0,6.0,166,60.0,0,8.2,16.6
84.0,6.0,166,59.0,0,8.262295081967213,16.88135593220339
88.0,6.0,166,58.0,0,8.516129032258064,17.17241379310345
88.0,6.0,166,57.0,0,8.38095238095238,17.473684210526315
88.0,7.0,166,56.0,0,8.25,17.785714285714285
88.0,7.0,166,55.0,0,8.123076923076923,18.10909090909091
88.0,7.0,166,54.0,0,8.0,18.444444444444443
89.0,7.0,166,53.0,0,7.970149253731344,18.79245283018868
89.0,7.0,166,52.0,0,7.852941176470589,19.153846153846153
90.0,7.0,166,51.0,0,7.826086956521739,19.529411764705884
91.0,7.0,166,50.0,0,7.800000000000001,19.919999999999998
91.0,7.0,166,49.0,0,7.690140845070423,20.3265306122449
92.0,7.0,166,48.0,0,7.666666666666666,20.75
92.0,8.0,166,47.0,0,7.561643835616438,21.19148936170213
92.0,8.0,166,46.0,0,7.45945945945946,21.652173913043477
93.0,8.0,166,45.0,0,7.4399999999999995,22.133333333333333
93.0,8.0,166,44.0,0,7.342105263157894,22.636363636363637
94.0,8.0,166,43.0,0,7.324675324675324,23.16279069767442
94.0,8.0,166,42.0,0,7.23076923076923,23.714285714285715
94.0,8.0,166,41.0,0,7.139240506329113,24.29268292682927
100.0,8.0,166,40.0,0,7.5,24.900000000000002
101.0,8.0,166,39.0,0,7.481481481481481,25.53846153846154
101.0,8.0,166,38.0,0,7.390243902439025,26.210526315789473
102.0,8.0,166,37.0,0,7.373493975903614,26.91891891891892
103.0,8.0,166,36.0,0,7.357142857142858,27.666666666666664
107.0,8.0,166,35.0,0,7.552941176470588,28.457142857142856
108.0,8.0,166,34.0,0,7.534883720930233,29.294117647058826
109.0,8.0,166,33.0,0,7.517241379310344,30.18181818181818
110.0,8.0,166,32.0,0,7.5,31.125
111.0,8.0,166,31.0,0,7.4831460674157295,32.12903225806451
112.0,8.0,166,30.0,0,7.466666666666667,33.2
116.0,8.0,166,29.0,0,7.648351648351648,34.3448275862069
116.0,8.0,166,28.0,0,7.565217391304348,35.57142857142857
116.0,8.0,166,27.0,0,7.483870967741936,36.888888888888886
117.0,8.0,166,26.0,0,7.468085106382979,38.30769230769231
118.0,8.0,166,25.0,0,7.4526315789473685,39.839999999999996
118.0,8.0,166,24.0,0,7.375,41.5
118.0,8.0,166,23.0,0,7.298969072164947,43.30434782608695
118.0,8.0,166,22.0,0,7.224489795918368,45.27272727272727
119.0,8.0,166,21.0,0,7.212121212121212,47.42857142857143
119.0,8.0,166,20.0,0,7.14,49.800000000000004
119.0,8.0,166,19.0,0,7.0693069306930685,52.421052631578945
120.0,8.0,166,18.0,0,7.0588235294117645,55.33333333333333
126.0,8.0,166,17.0,0,7.339805825242718,58.58823529411765
126.0,8.0,166,16.0,0,7.269230769230768,62.25
126.0,8.0,166,15.0,0,7.199999999999999,66.4
128.0,8.0,166,14.0,0,7.245283018867925,71.14285714285714
129.0,8.0,166,13.0,0,7.233644859813085,76.61538461538461
130.0,8.0,166,12.0,0,7.222222222222222,83.0
130.0,8.0,166,11.0,0,7.155963302752293,90.54545454545455
131.0,8.0,166,10.0,0,7.1454545454545455,99.60000000000001
132.0,8.0,166,9.0,0,7.135135135135135,110.66666666666666
136.0,8.0,166,8.0,0,7.285714285714285,124.5
142.0,8.0,166,7.0,0,7.539823008849558,142.28571428571428
142.0,8.0,166,6.0,0,7.473684210526317,166.0
143.0,8.0,166,5.0,0,7.460869565217391,199.20000000000002
147.0,8.0,166,4.0,0,7.6034482758620685,249.0
147.0,9.0,166,3.0,0,7.538461538461538,332.0
148.0,9.0,166,2.0,0,7.525423728813559,498.0
148.0,9.0,166,1.0,0,7.46218487394958,996.0
149.0,9.0,166,0.0,0,7.45,996.0
4.0,0.0,165,119.0,0,24.0,8.319327731092436
5.0,0.0,165,118.0,0,15.0,8.389830508474576
6.0,0.0,165,117.0,0,12.0,8.461538461538462
7.0,0.0,165,116.0,0,10.5,8.534482758620689
7.0,0.0,165,115.0,0,8.399999999999999,8.608695652173912
9.0,0.0,165,114.0,0,9.0,8.68421052631579
10.0,0.0,165,113.0,0,8.571428571428571,8.761061946902656
12.0,0.0,165,112.0,0,9.0,8.839285714285715
13.0,0.0,165,111.0,0,8.666666666666666,8.91891891891892
13.0,0.0,165,110.0,0,7.800000000000001,9.0
14.0,0.0,165,109.0,0,7.636363636363637,9.082568807339449
14.0,0.0,165,108.0,0,7.0,9.166666666666666
15.0,0.0,165,107.0,0,6.9230769230769225,9.25233644859813
16.0,0.0,165,106.0,0,6.857142857142857,9.339622641509434
16.0,0.0,165,105.0,0,6.4,9.428571428571429
16.0,1.0,165,104.0,0,6.0,9.519230769230768
17.0,1.0,165,103.0,0,6.0,9.611650485436893
18.0,1.0,165,102.0,0,6.0,9.705882352941178
18.0,1.0,165,101.0,0,5.684210526315789,9.801980198019802
22.0,1.0,165,100.0,0,6.6000000000000005,9.899999999999999
26.0,1.0,165,99.0,0,7.428571428571429,10.0
27.0,1.0,165,98.0,0,7.363636363636363,10.10204081632653
27.0,1.0,165,97.0,0,7.043478260869566,10.206185567010309
31.0,1.0,165,96.0,0,7.75,10.3125
32.0,1.0,165,95.0,0,7.68,10.421052631578949
36.0,1.0,165,94.0,0,8.307692307692307,10.53191489361702
37.0,1.0,165,93.0,0,8.222222222222223,10.64516129032258
37.0,1.0,165,92.0,0,7.928571428571429,10.76086956521739
38.0,1.0,165,91.0,0,7.862068965517241,10.87912087912088
39.0,1.0,165,90.0,0,7.800000000000001,11.0
39.0,1.0,165,89.0,0,7.548387096774194,11.123595505617978
39.0,1.0,165,89.0,0,7.548387096774194,11.123595505617978
40.0,1.0,165,88.0,0,7.5,11.25
41.0,1.0,165,87.0,0,7.454545454545455,11.379310344827587
42.0,1.0,165,86.0,0,7.411764705882353,11.511627906976745
43.0,1.0,165,85.0,0,7.371428571428572,11.647058823529411
44.0,1.0,165,84.0,0,7.333333333333334,11.785714285714285
44.0,1.0,165,83.0,0,7.135135135135135,11.927710843373495
45.0,1.0,165,82.0,0,7.105263157894736,12.073170731707318
46.0,1.0,165,81.0,0,7.076923076923077,12.222222222222223
46.0,1.0,165,80.0,0,6.8999999999999995,12.375
47.0,1.0,165,79.0,0,6.878048780487804,12.531645569620252
51.0,1.0,165,78.0,0,7.285714285714285,12.692307692307693
55.0,1.0,165,77.0,0,7.674418604651163,12.857142857142858
55.0,1.0,165,76.0,0,7.5,13.026315789473685
55.0,1.0,165,75.0,0,7.333333333333334,13.200000000000001
55.0,1.0,165,74.0,0,7.173913043478261,13.378378378378379
56.0,1.0,165,73.0,0,7.148936170212766,13.56164383561644
60.0,1.0,165,72.0,0,7.5,13.75
62.0,1.0,165,71.0,0,7.591836734693878,13.943661971830986
68.0,1.0,165,70.0,0,8.16,14.142857142857142
68.0,1.0,165,69.0,0,8.0,14.347826086956522
