total_runs,wickets,target,balls_left,won,current_run_rate,required_run_rate
121.0,1.0,147,37.0,1,8.746987951807228,23.83783783783784
122.0,1.0,147,36.0,1,8.714285714285714,24.5
123.0,1.0,147,35.0,1,8.68235294117647,25.200000000000003
124.0,1.0,147,34.0,1,8.651162790697674,25.941176470588232
125.0,1.0,147,33.0,1,8.620689655172413,26.727272727272727
126.0,1.0,147,32.0,1,8.590909090909092,27.5625
127.0,1.0,147,31.0,1,8.561797752808989,28.451612903225808
129.0,1.0,147,30.0,1,8.6,29.400000000000002
130.0,1.0,147,29.0,1,8.571428571428571,30.413793103448274
130.0,1.0,147,28.0,1,8.478260869565219,31.5
130.0,1.0,147,27.0,1,8.387096774193548,32.66666666666667
134.0,1.0,147,26.0,1,8.553191489361701,33.92307692307693
138.0,1.0,147,25.0,1,8.715789473684211,35.28
138.0,2.0,147,24.0,1,8.625,36.75
139.0,2.0,147,23.0,1,8.597938144329897,38.34782608695652
140.0,2.0,147,22.0,1,8.571428571428571,40.09090909090909
146.0,2.0,147,21.0,1,8.848484848484848,42.0
146.0,2.0,147,20.0,1,8.76,44.099999999999994
146.0,2.0,147,19.0,1,8.673267326732674,46.421052631578945
146.0,2.0,147,18.0,1,8.588235294117647,49.0
147.0,2.0,147,17.0,1,8.563106796116505,51.882352941176464
153.0,2.0,147,16.0,1,8.826923076923077,55.125
0.0,0.0,132,119.0,0,0.0,6.65546218487395
0.0,0.0,132,118.0,0,0.0,6.711864406779661
1.0,0.0,132,117.0,0,2.0,6.769230769230769
1.0,0.0,132,116.0,0,1.5,6.827586206896552
1.0,0.0,132,115.0,0,1.2000000000000002,6.886956521739131
2.0,0.0,132,114.0,0,2.0,6.947368421052632
2.0,0.0,132,113.0,0,1.7142857142857142,7.008849557522124
2.0,0.0,132,112.0,0,1.5,7.071428571428571
2.0,0.0,132,111.0,0,1.3333333333333333,7.135135135135135
2.0,1.0,132,110.0,0,1.2000000000000002,7.199999999999999
2.0,1.0,132,109.0,0,1.0909090909090908,7.2660550458715605
2.0,1.0,132,108.0,0,1.0,7.333333333333334
2.0,1.0,132,107.0,0,0.9230769230769231,7.401869158878505
2.0,1.0,132,106.0,0,0.8571428571428571,7.471698113207546
3.0,1.0,132,105.0,0,1.2000000000000002,7.542857142857143
3.0,1.0,132,104.0,0,1.125,7.615384615384615
3.0,1.0,132,103.0,0,1.0588235294117647,7.689320388349515
3.0,1.0,132,102.0,0,1.0,7.764705882352942
3.0,2.0,132,101.0,0,0.9473684210526315,7.841584158415841
4.0,2.0,132,100.0,0,1.2000000000000002,7.92
8.0,2.0,132,99.0,0,2.2857142857142856,8.0
12.0,2.0,132,98.0,0,3.2727272727272725,8.081632653061224
16.0,2.0,132,97.0,0,4.173913043478261,8.164948453608247
17.0,2.0,132,96.0,0,4.25,8.25
18.0,2.0,132,95.0,0,4.32,8.336842105263159
19.0,2.0,132,94.0,0,4.384615384615384,8.425531914893618
23.0,2.0,132,93.0,0,5.111111111111111,8.516129032258064
24.0,2.0,132,92.0,0,5.142857142857142,8.608695652173912
24.0,2.0,132,91.0,0,4.9655172413793105,8.703296703296703
24.0,2.0,132,90.0,0,4.800000000000001,8.799999999999999
25.0,2.0,132,89.0,0,4.838709677419354,8.898876404494382
25.0,2.0,132,88.0,0,4.6875,9.0
26.0,2.0,132,87.0,0,4.727272727272727,9.103448275862068
30.0,2.0,132,86.0,0,5.294117647058823,9.209302325581396
34.0,2.0,132,85.0,0,5.828571428571428,9.31764705882353
35.0,2.0,132,84.0,0,5.833333333333333,9.428571428571429
35.0,3.0,132,83.0,0,5.675675675675675,9.542168674698795
35.0,3.0,132,82.0,0,5.526315789473684,9.658536585365855
36.0,3.0,132,81.0,0,5.538461538461538,9.777777777777777
36.0,3.0,132,80.0,0,5.4,9.899999999999999
37.0,3.0,132,79.0,0,5.414634146341464,10.025316455696203
37.0,3.0,132,78.0,0,5.285714285714286,10.153846153846153
37.0,3.0,132,77.0,0,5.162790697674419,10.285714285714285
39.0,3.0,132,76.0,0,5.318181818181818,10.421052631578949
40.0,3.0,132,75.0,0,5.333333333333333,10.56
40.0,4.0,132,74.0,0,5.217391304347826,10.702702702702702
41.0,4.0,132,73.0,0,5.23404255319149,10.84931506849315
42.0,4.0,132,72.0,0,5.25,11.0
44.0,4.0,132,71.0,0,5.387755102040816,11.154929577464788
45.0,4.0,132,71.0,0,5.510204081632653,11.154929577464788
46.0,4.0,132,70.0,0,5.5200000000000005,11.314285714285713
47.0,4.0,132,69.0,0,5.529411764705882,11.478260869565219
47.0,4.0,132,68.0,0,5.423076923076923,11.647058823529411
47.0,4.0,132,67.0,0,5.320754716981132,11.82089552238806
48.0,4.0,132,66.0,0,5.333333333333333,12.0
48.0,4.0,132,65.0,0,5.236363636363636,12.184615384615384
49.0,4.0,132,64.0,0,5.25,12.375
49.0,4.0,132,63.0,0,5.157894736842105,12.571428571428573
50.0,4.0,132,62.0,0,5.172413793103448,12.774193548387096
51.0,4.0,132,61.0,0,5.186440677966102,12.983606557377051
52.0,4.0,132,60.0,0,5.2,13.200000000000001
53.0,4.0,132,59.0,0,5.213114754098361,13.423728813559322
53.0,4.0,132,58.0,0,5.129032258064516,13.655172413793103
53.0,4.0,132,57.0,0,5.0476190476190474,13.894736842105264
53.0,4.0,132,56.0,0,4.96875,14.142857142857142
56.0,4.0,132,55.0,0,5.1692307692307695,14.399999999999999
57.0,4.0,132,54.0,0,5.181818181818182,14.666666666666668
58.0,4.0,132,53.0,0,5.1940298507462686,14.943396226415093
60.0,4.0,132,52.0,0,5.294117647058823,15.23076923076923
60.0,4.0,132,51.0,0,5.217391304347826,15.529411764705884
62.0,4.0,132,50.0,0,5.314285714285714,15.84
63.0,4.0,132,49.0,0,5.323943661971831,16.163265306122447
64.0,4.0,132,48.0,0,5.333333333333333,16.5
65.0,4.0,132,47.0,0,5.342465753424658,16.851063829787236
66.0,4.0,132,46.0,0,5.351351351351351,17.217391304347824
67.0,4.0,132,45.0,0,5.359999999999999,17.599999999999998
71.0,4.0,132,44.0,0,5.605263157894737,18.0
71.0,5.0,132,43.0,0,5.532467532467532,18.41860465116279
72.0,5.0,132,42.0,0,5.538461538461538,18.857142857142858
76.0,5.0,132,41.0,0,5.772151898734178,19.31707317073171
76.0,5.0,132,40.0,0,5.699999999999999,19.799999999999997
77.0,5.0,132,39.0,0,5.703703703703704,20.307692307692307
78.0,5.0,132,38.0,0,5.7073170731707314,20.842105263157897
79.0,5.0,132,37.0,0,5.710843373493976,21.405405405405403
79.0,5.0,132,36.0,0,5.642857142857142,22.0
80.0,5.0,132,35.0,0,5.647058823529411,22.628571428571426
81.0,5.0,132,34.0,0,5.651162790697675,23.294117647058822
85.0,5.0,132,33.0,0,5.862068965517242,24.0
86.0,5.0,132,32.0,0,5.863636363636363,24.75
86.0,6.0,132,31.0,0,5.797752808988764,25.548387096774192
87.0,6.0,132,30.0,0,5.8,26.400000000000002
87.0,7.0,132,29.0,0,5.736263736263736,27.310344827586206
88.0,7.0,132,29.0,0,5.802197802197802,27.310344827586206
88.0,7.0,132,28.0,0,5.739130434782609,28.285714285714285
88.0,7.0,132,27.0,0,5.67741935483871,29.333333333333336
88.0,7.0,132,26.0,0,5.617021276595745,30.46153846153846
89.0,7.0,132,25.0,0,5.621052631578948,31.68
90.0,7.0,132,24.0,0,5.625,33.0
90.0,8.0,132,23.0,0,5.56701030927835,34.43478260869565
91.0,8.0,132,22.0,0,5.571428571428571,36.0
91.0,8.0,132,21.0,0,5.515151515151516,37.714285714285715
91.0,8.0,132,20.0,0,5.46,39.599999999999994
92.0,8.0,132,19.0,0,5.465346534653466,41.684210526315795
93.0,8.0,132,18.0,0,5.470588235294118,44.0
94.0,8.0,132,17.0,0,5.475728155339806,46.588235294117645
94.0,8.0,132,16.0,0,5.423076923076923,49.5
95.0,8.0,132,15.0,0,5.428571428571429,52.800000000000004
95.0,8.0,132,14.0,0,5.377358490566038,56.57142857142857
102.0,8.0,132,13.0,0,5.719626168224299,60.92307692307692
103.0,8.0,132,12.0,0,5.722222222222222,66.0
104.0,8.0,132,11.0,0,5.724770642201835,72.0
106.0,8.0,132,11.0,0,5.8348623853211015,72.0
110.0,8.0,132,10.0,0,6.0,79.19999999999999
111.0,8.0,132,9.0,0,6.0,88.0
115.0,8.0,132,8.0,0,6.160714285714285,99.0
115.0,8.0,132,7.0,0,6.106194690265487,113.14285714285714
117.0,8.0,132,6.0,0,6.157894736842106,132.0
118.0,9.0,132,5.0,0,6.156521739130435,158.39999999999998
122.0,9.0,132,4.0,0,6.310344827586206,198.0
122.0,9.0,132,3.0,0,6.256410256410257,264.0
122.0,9.0,132,2.0,0,6.203389830508474,396.0
123.0,9.0,132,1.0,0,6.201680672268909,792.0
129.0,9.0,132,0.0,0,6.449999999999999,792.0
0.0,0.0,135,119.0,1,0.0,6.80672268907563
1.0,0.0,135,118.0,1,3.0,6.864406779661017
2.0,0.0,135,117.0,1,4.0,6.9230769230769225
4.0,0.0,135,116.0,1,6.0,6.982758620689655
5.0,0.0,135,115.0,1,6.0,7.043478260869566
